quality_stream_key,deviceKey,count,reject_reason_display_name,prodmetric_stream_key
1773425,Line 4,4,Detected by Max WIP,5471608
1773430,Line 4,8,Reject,5471687
1773431,Line 4,4,Detected by Max WIP,5471687
1773456,Line 4,1,Reject,5471766
1773576,Line 4,3,Detected by Max WIP,5471872
1773577,Line 4,16,Reject,5471872
1775503,Line 4,11,Detected by Max WIP,5471882
1821332,Line 2,6,Overweight,5539950
1821359,Line 2,3,Squished,5539970
1821360,Line 2,7,Reject,5539970
1821361,Line 2,11,xyz,5539970
1821366,Line 2,7,xyz,5539976
1821371,Line 2,4,Scratch,5539979
1821394,Line 2,2,Reject,5540005
1821395,Line 2,2,xyz,5540005
1821396,Line 2,6,Scratch,5540005
1821401,Line 2,3,Cosmetic Defect,5540008
1821402,Line 2,14,Overweight,5540008
1821424,Line 2,13,Cosmetic Defect,5540030
1821425,Line 2,9,Underweight,5540030
1821430,Line 2,3,Reject,5540039
1821431,Line 2,2,Overweight,5540039
1821481,Line 2,3,xyz,5540096
1821482,Line 2,5,Detected by Max WIP,5540096
1821502,Line 2,14,Out of Spec,5540119
1821503,Line 2,6,Detected by Max WIP,5540119
1821504,Line 2,1,Cosmetic Defect,5540119
1821505,Line 2,18,Out of Spec,5540122
1821506,Line 2,1,foreign particle,5540122
1821507,Line 2,10,Squished,5540122
1821508,Line 2,12,Bad Packaging,5540122
1821510,Line 2,11,foreign particle,5540128
1821511,Line 2,5,Cosmetic Defect,5540128
1821512,Line 2,3,Squished,5540128
1821513,Line 2,1,Detected by Max WIP,5540128
1748882,Line 3,4,Out of Spec,5422940
1748904,Line 1,8,Underweight,5422962
1748905,Line 1,11,Scratch,5422962
1748906,Line 1,2,Overweight,5422962
1749032,Line 1,9,Cosmetic Defect,5423220
1749047,Line 1,3,Cosmetic Defect,5423320
1749253,Line 3,4,Reject,5423569
1749311,Line 1,9,Out of Spec,5423665
1749316,Line 3,15,Detected by Max WIP,5423689
1749320,Line 1,1,Reject,5423696
1749332,Line 1,3,Out of Spec,5423750
1749413,Line 3,6,Out of Spec,5423920
1749414,Line 3,3,Cosmetic Defect,5423920
1749488,Line 1,4,Cosmetic Defect,5424032
1749489,Line 1,2,Reject,5424032
1749490,Line 1,15,xyz,5424032
1749491,Line 1,1,Bad Packaging,5424032
1749533,Line 1,11,Underweight,5424093
1749534,Line 1,7,xyz,5424093
1749535,Line 1,4,Detected by Max WIP,5424093
1749623,Line 3,6,Underweight,5424278
1749624,Line 3,5,Detected by Max WIP,5424278
1749625,Line 3,5,Overweight,5424278
1749626,Line 3,6,Scratch,5424278
1749662,Line 3,6,Underweight,5424312
1749663,Line 3,4,Cosmetic Defect,5424312
1749709,Line 3,10,Detected by Max WIP,5424340
1749710,Line 3,14,Overweight,5424340
1756576,Line 1,9,Out of Spec,5437679
1756577,Line 1,8,xyz,5437679
1756588,Line 1,7,Underweight,5437711
1756589,Line 1,3,foreign particle,5437711
1756590,Line 1,8,xyz,5437711
1756778,Line 3,4,Detected by Max WIP,5437993
1756779,Line 3,3,Reject,5437993
1756788,Line 1,1,Overweight,5438050
1756836,Line 1,3,Underweight,5438124
1756837,Line 1,3,Bad Packaging,5438124
1756903,Line 3,7,Scratch,5438335
1757011,Line 1,7,Bad Packaging,5438561
1757012,Line 1,7,Detected by Max WIP,5438561
1757013,Line 1,16,Scratch,5438561
1757014,Line 1,5,foreign particle,5438561
1757032,Line 1,4,Cosmetic Defect,5438601
1757033,Line 1,2,Underweight,5438601
1757034,Line 1,11,Squished,5438601
1757142,Line 1,5,xyz,5438896
1757143,Line 1,1,Detected by Max WIP,5438896
1757172,Line 3,6,Overweight,5438935
1757178,Line 3,6,Cosmetic Defect,5438978
1757179,Line 3,1,Underweight,5438978
1757180,Line 3,3,Overweight,5438978
1757552,Line 3,3,Scratch,5439684
1757553,Line 3,8,Detected by Max WIP,5439684
1757693,Line 3,6,Reject,5440023
1757694,Line 3,7,Detected by Max WIP,5440023
1757695,Line 3,3,Out of Spec,5440023
1757784,Line 1,5,Out of Spec,5440151
1757901,Line 3,4,Underweight,5440373
1758033,Line 3,3,Reject,5440693
1758169,Line 1,4,Out of Spec,5440991
1758170,Line 1,1,Detected by Max WIP,5440991
1758216,Line 1,1,Underweight,5441058
1758238,Line 3,2,Underweight,5441111
1758239,Line 3,11,Overweight,5441111
1758240,Line 3,10,Reject,5441111
1758372,Line 3,5,Reject,5441358
1758373,Line 3,7,Out of Spec,5441358
1758382,Line 1,9,Overweight,5441379
1758383,Line 1,11,Squished,5441379
1758384,Line 1,7,Scratch,5441379
1758385,Line 1,9,Cosmetic Defect,5441379
1758427,Line 1,8,Overweight,5441463
1758428,Line 1,4,Squished,5441463
1758572,Line 3,1,Detected by Max WIP,5441736
1758573,Line 3,16,Underweight,5441736
1758590,Line 1,4,foreign particle,5441777
1758591,Line 1,5,Reject,5441777
1758592,Line 1,13,Squished,5441777
1758700,Line 3,2,Overweight,5441994
1758701,Line 3,4,Underweight,5441994
1758726,Line 3,13,Reject,5442032
1758727,Line 3,2,Out of Spec,5442032
1758737,Line 3,1,Scratch,5442056
1758816,Line 1,2,Squished,5442258
1758853,Line 1,4,Overweight,5442353
1758854,Line 1,4,Underweight,5442353
1758945,Line 3,12,Out of Spec,5442681
1759017,Line 3,6,Cosmetic Defect,5442724
1773365,Line 4,16,Reject,5471332
1773388,Line 4,2,Reject,5471377
1773389,Line 4,10,Detected by Max WIP,5471377
1773421,Line 4,10,Reject,5471600
1773433,Line 4,8,Detected by Max WIP,5471699
1773434,Line 4,9,Reject,5471699
1773445,Line 4,21,Detected by Max WIP,5471748
1773446,Line 4,2,Reject,5471748
1773448,Line 4,13,Reject,5471752
1773449,Line 4,10,Reject,5471755
1773450,Line 4,4,Detected by Max WIP,5471755
1773569,Line 4,2,Reject,5471861
1773984,Line 3,1,Reject,5456680
1802699,Line 4,9,Detected by Max WIP,5484925
1802700,Line 4,22,Reject,5484925
1821281,Line 2,2,Cosmetic Defect,5539899
1821282,Line 2,7,Reject,5539899
1821283,Line 2,7,xyz,5539899
1821284,Line 2,2,Overweight,5539899
1821340,Line 2,1,Detected by Max WIP,5539957
1821341,Line 2,5,foreign particle,5539957
1821342,Line 2,6,Cosmetic Defect,5539957
1821343,Line 2,2,Out of Spec,5539960
1821344,Line 2,1,Bad Packaging,5539960
1821345,Line 2,6,xyz,5539960
1821346,Line 2,6,Reject,5539960
1821377,Line 2,9,Overweight,5539989
1821378,Line 2,7,Cosmetic Defect,5539989
1821379,Line 2,5,xyz,5539989
1821380,Line 2,6,Squished,5539989
1821384,Line 2,9,Overweight,5539992
1821440,Line 2,2,Reject,5540052
1821441,Line 2,15,Scratch,5540052
1821442,Line 2,2,xyz,5540052
1821443,Line 2,1,Detected by Max WIP,5540052
1821450,Line 2,10,Squished,5540075
1821451,Line 2,6,Reject,5540075
1821452,Line 2,6,Cosmetic Defect,5540075
1821453,Line 2,1,Overweight,5540075
1821454,Line 2,3,Out of Spec,5540075
1821461,Line 2,3,Reject,5540084
1821462,Line 2,8,Underweight,5540084
1821463,Line 2,7,Detected by Max WIP,5540084
1821497,Line 2,1,Out of Spec,5540109
1821498,Line 2,6,Cosmetic Defect,5540109
1821520,Line 2,6,Squished,5540141
1821521,Line 2,12,Cosmetic Defect,5540141
1821524,Line 2,15,Cosmetic Defect,5540144
1821525,Line 2,4,Bad Packaging,5540144
1821526,Line 2,7,xyz,5540144
1821544,Line 2,11,Scratch,5540164
1821545,Line 2,1,Detected by Max WIP,5540164
1821548,Line 2,2,Reject,5540170
1821576,Line 2,10,Underweight,5540195
1821582,Line 2,1,Bad Packaging,5540201
1821666,Line 2,3,Squished,5540313
1821667,Line 2,16,Out of Spec,5540313
1821668,Line 2,4,Cosmetic Defect,5540313
1821717,Line 2,1,Scratch,5540389
1821718,Line 2,2,Scratch,5540400
1821742,Line 2,4,xyz,5540439
1821743,Line 2,9,foreign particle,5540439
1821766,Line 2,5,Overweight,5540490
1821767,Line 2,5,Out of Spec,5540490
1821791,Line 2,4,Reject,5540527
1821792,Line 2,7,Detected by Max WIP,5540527
1821793,Line 2,8,xyz,5540527
1821811,Line 2,16,Squished,5540565
1821812,Line 2,1,Detected by Max WIP,5540565
1821814,Line 2,6,Squished,5540575
1821834,Line 2,4,Out of Spec,5540609
1821835,Line 2,9,xyz,5540609
1821836,Line 2,6,Underweight,5540609
1821837,Line 2,5,Detected by Max WIP,5540609
1821838,Line 2,3,Overweight,5540609
1821867,Line 2,10,Underweight,5540659
1821868,Line 2,3,Overweight,5540659
1821869,Line 2,16,foreign particle,5540659
1821923,Line 2,3,Underweight,5540748
1821924,Line 2,6,Out of Spec,5540748
1821949,Line 2,6,Bad Packaging,5540793
1822802,Line 3,11,Cosmetic Defect,5504600
1822803,Line 3,3,Reject,5504600
1822804,Line 3,8,Scratch,5504600
1822820,Line 1,5,Reject,5505864
1822821,Line 1,5,Scratch,5505864
1822822,Line 1,12,Squished,5505864
1810410,Line 1,5,Reject,5490810
1822823,Line 1,8,Cosmetic Defect,5505864
1822874,Line 4,5,Detected by Max WIP,5510886
1822876,Line 4,9,Reject,5510889
1749273,Line 3,5,Reject,5423597
1749303,Line 3,8,Scratch,5423656
1749304,Line 3,4,Detected by Max WIP,5423656
1749448,Line 3,11,Reject,5423999
1749449,Line 3,8,Detected by Max WIP,5423999
1749450,Line 3,14,Underweight,5423999
1749451,Line 3,1,Overweight,5423999
1749507,Line 3,13,Reject,5424041
1749508,Line 3,6,Cosmetic Defect,5424041
1749575,Line 1,2,Out of Spec,5424180
1749728,Line 3,2,Reject,5424388
1749729,Line 3,1,Detected by Max WIP,5424388
1749761,Line 1,3,Overweight,5424487
1749786,Line 1,7,Bad Packaging,5424539
1749787,Line 1,5,Cosmetic Defect,5424539
1749824,Line 1,9,Reject,5424577
1749852,Line 3,5,Scratch,5424642
1749853,Line 3,8,Detected by Max WIP,5424642
1749965,Line 3,1,Underweight,5424928
1749966,Line 3,6,Overweight,5424928
1750035,Line 1,4,Squished,5425033
1750036,Line 1,1,Reject,5425033
1750142,Line 3,5,Detected by Max WIP,5425290
1750149,Line 3,2,Overweight,5425337
1750150,Line 3,2,Scratch,5425337
1750179,Line 1,11,Cosmetic Defect,5425394
1750180,Line 1,3,Overweight,5425394
1750333,Line 3,2,Reject,5425603
1755880,Line 3,9,Out of Spec,5436246
1755881,Line 3,11,Overweight,5436246
1755882,Line 3,8,Cosmetic Defect,5436246
1755883,Line 3,6,Reject,5436246
1756027,Line 1,3,Cosmetic Defect,5436534
1756028,Line 1,4,Overweight,5436534
1756029,Line 1,15,Scratch,5436534
1756054,Line 3,13,Underweight,5436625
1756219,Line 3,4,Scratch,5436903
1756220,Line 3,5,Cosmetic Defect,5436903
1756221,Line 3,10,Underweight,5436903
1756222,Line 3,8,Out of Spec,5436903
1756225,Line 1,2,Bad Packaging,5436911
1756226,Line 1,4,Reject,5436911
1756244,Line 1,3,Detected by Max WIP,5436946
1756245,Line 1,19,Cosmetic Defect,5436946
1756267,Line 3,3,Out of Spec,5436962
1756411,Line 3,4,Out of Spec,5437236
1756412,Line 3,2,Reject,5437236
1756413,Line 3,12,Scratch,5437236
1756414,Line 3,11,Detected by Max WIP,5437236
1756464,Line 1,9,Detected by Max WIP,5437367
1756562,Line 1,9,Out of Spec,5437651
1756563,Line 1,9,Bad Packaging,5437651
1756564,Line 1,9,Reject,5437651
1756587,Line 3,5,Reject,5437696
1756600,Line 1,17,Bad Packaging,5437714
1756601,Line 1,7,Out of Spec,5437714
1756782,Line 3,6,Reject,5438015
1756819,Line 1,5,xyz,5438085
1756848,Line 1,8,Out of Spec,5438164
1756849,Line 1,3,Underweight,5438164
1756869,Line 1,2,Out of Spec,5438194
1756897,Line 3,4,Reject,5438326
1757187,Line 1,3,Overweight,5438991
1757188,Line 1,2,Underweight,5438991
1757189,Line 1,1,Scratch,5438991
1757234,Line 3,7,Detected by Max WIP,5439066
1757239,Line 1,2,Out of Spec,5439074
1757281,Line 1,9,Squished,5439111
1757282,Line 1,2,xyz,5439111
1757336,Line 3,2,Detected by Max WIP,5439299
1757357,Line 3,1,Scratch,5439334
1757380,Line 1,2,Scratch,5439393
1757381,Line 1,8,Reject,5439393
1757394,Line 3,1,Cosmetic Defect,5439398
1757395,Line 3,13,Underweight,5439398
1757420,Line 1,9,Underweight,5439428
1757421,Line 1,9,Out of Spec,5439428
1757422,Line 1,5,xyz,5439428
1757423,Line 1,3,Cosmetic Defect,5439428
1757596,Line 1,12,Detected by Max WIP,5439829
1757597,Line 1,7,Overweight,5439829
1757722,Line 3,3,Detected by Max WIP,5440056
1757767,Line 3,2,Reject,5440113
1757808,Line 1,19,Bad Packaging,5440168
1757809,Line 1,11,Cosmetic Defect,5440168
1757810,Line 1,1,Detected by Max WIP,5440168
1757811,Line 1,9,Overweight,5440168
1757851,Line 1,2,xyz,5440276
1757852,Line 1,3,Detected by Max WIP,5440276
1748925,Line 1,6,Cosmetic Defect,5423052
1748956,Line 3,11,Detected by Max WIP,5423117
1748957,Line 3,15,Out of Spec,5423117
1748978,Line 3,10,Detected by Max WIP,5423151
1748979,Line 3,7,Out of Spec,5423151
1749005,Line 3,6,Overweight,5423172
1749006,Line 3,3,Underweight,5423172
1749007,Line 3,8,Cosmetic Defect,5423172
1749110,Line 3,1,Overweight,5423408
1749111,Line 3,4,Underweight,5423408
1749150,Line 3,10,Out of Spec,5423432
1749151,Line 3,4,Overweight,5423432
1749196,Line 3,13,Overweight,5423474
1749197,Line 3,4,Scratch,5423474
1749247,Line 1,4,Reject,5423549
1749248,Line 1,10,foreign particle,5423549
1749277,Line 1,4,Squished,5423606
1749376,Line 3,3,Cosmetic Defect,5423807
1749377,Line 3,4,Scratch,5423807
1749391,Line 1,5,Cosmetic Defect,5423891
1749392,Line 1,14,Out of Spec,5423891
1749421,Line 1,5,xyz,5423932
1749422,Line 1,4,Reject,5423932
1749517,Line 3,2,Cosmetic Defect,5424065
1749518,Line 3,9,Underweight,5424065
1749527,Line 3,1,Reject,5424081
1749603,Line 1,8,foreign particle,5424263
1749604,Line 1,7,Squished,5424263
1749605,Line 1,9,Scratch,5424263
1749606,Line 1,7,Detected by Max WIP,5424263
1749716,Line 1,5,Out of Spec,5424361
1749717,Line 1,3,Bad Packaging,5424361
1749751,Line 3,1,Detected by Max WIP,5424432
1749759,Line 3,13,Overweight,5424449
1755542,Line 1,5,Detected by Max WIP,5435566
1755565,Line 1,1,Overweight,5435608
1755569,Line 3,3,Underweight,5435625
1755697,Line 1,7,Overweight,5435926
1755698,Line 1,16,Squished,5435926
1755699,Line 1,1,Scratch,5435926
1755863,Line 1,3,Detected by Max WIP,5436242
1755910,Line 3,1,Underweight,5436270
1755911,Line 3,3,Out of Spec,5436270
1755919,Line 1,3,Reject,5436284
1755924,Line 3,3,Reject,5436293
1755925,Line 3,5,Underweight,5436293
1756093,Line 3,7,Scratch,5436652
1756094,Line 3,1,Detected by Max WIP,5436652
1756095,Line 3,8,Overweight,5436652
1756115,Line 3,3,Reject,5436732
1756131,Line 1,8,Cosmetic Defect,5436758
1756133,Line 3,10,Scratch,5436761
1756134,Line 3,3,Detected by Max WIP,5436761
1756135,Line 3,13,Out of Spec,5436761
1756315,Line 3,4,Reject,5437026
1756316,Line 3,4,Cosmetic Defect,5437026
1756330,Line 3,15,Underweight,5437078
1756331,Line 3,16,Scratch,5437078
1756468,Line 3,13,Overweight,5437372
1756469,Line 3,11,Out of Spec,5437372
1756470,Line 3,5,Detected by Max WIP,5437372
1756488,Line 3,2,Out of Spec,5437413
1756535,Line 1,9,Cosmetic Defect,5437516
1756646,Line 3,5,Detected by Max WIP,5437848
1756660,Line 1,13,Overweight,5437856
1756661,Line 1,12,Detected by Max WIP,5437856
1756662,Line 1,9,Out of Spec,5437856
1756663,Line 1,3,Cosmetic Defect,5437856
1756664,Line 1,1,xyz,5437856
1756715,Line 1,16,Squished,5437913
1756716,Line 1,3,Reject,5437913
1756799,Line 3,5,Scratch,5438067
1756800,Line 3,4,Underweight,5438067
1756801,Line 3,3,Reject,5438067
1756932,Line 1,2,xyz,5438372
1756952,Line 3,8,Out of Spec,5438414
1756953,Line 3,11,Cosmetic Defect,5438414
1756954,Line 3,2,Reject,5438414
1757089,Line 3,4,Underweight,5438766
1757097,Line 1,2,Bad Packaging,5438785
1757110,Line 3,3,Overweight,5438801
1757111,Line 3,2,Detected by Max WIP,5438801
1757124,Line 3,1,Overweight,5438854
1757125,Line 3,4,Underweight,5438854
1757449,Line 3,31,Cosmetic Defect,5439496
1757450,Line 3,1,Scratch,5439496
1757456,Line 1,1,Reject,5439500
1757457,Line 1,6,Bad Packaging,5439500
1757458,Line 1,5,xyz,5439500
1748967,Line 1,5,xyz,5423126
1749224,Line 1,3,Bad Packaging,5423515
1749225,Line 1,13,xyz,5423515
1749226,Line 1,3,Squished,5423515
1749227,Line 1,2,Out of Spec,5423515
1749238,Line 3,8,Underweight,5423526
1749239,Line 3,4,Cosmetic Defect,5423526
1749240,Line 3,4,Reject,5423526
1749259,Line 1,4,foreign particle,5423590
1749260,Line 1,1,Detected by Max WIP,5423590
1749297,Line 1,13,Detected by Max WIP,5423633
1749298,Line 1,4,Scratch,5423633
1749346,Line 3,9,Scratch,5423786
1749347,Line 3,1,Underweight,5423786
1749384,Line 3,5,Overweight,5423828
1749389,Line 3,12,Reject,5423849
1749399,Line 1,3,foreign particle,5423914
1749400,Line 1,12,Scratch,5423914
1749424,Line 1,1,Bad Packaging,5423963
1749425,Line 1,16,xyz,5423963
1749426,Line 1,2,Squished,5423963
1749427,Line 1,4,Overweight,5423963
1749547,Line 3,6,Scratch,5424109
1749567,Line 3,24,Out of Spec,5424165
1749568,Line 3,10,Overweight,5424165
1749646,Line 1,8,Reject,5424301
1749691,Line 1,2,Overweight,5424336
1749692,Line 1,5,xyz,5424336
1749693,Line 1,9,Scratch,5424336
1749694,Line 1,8,Underweight,5424336
1749767,Line 3,2,Cosmetic Defect,5424514
1749871,Line 1,4,Out of Spec,5424733
1749872,Line 1,2,Bad Packaging,5424733
1749873,Line 1,2,Scratch,5424733
1755407,Line 1,10,Reject,5435291
1755564,Line 1,7,Overweight,5435600
1755703,Line 3,5,Reject,5435935
1755710,Line 3,4,Scratch,5436003
1755711,Line 3,5,Reject,5436003
1755712,Line 3,8,Out of Spec,5436003
1755730,Line 3,8,Cosmetic Defect,5436031
1755737,Line 1,13,Scratch,5436041
1755738,Line 1,10,Squished,5436041
1755741,Line 1,1,Detected by Max WIP,5436055
1755742,Line 1,5,Out of Spec,5436055
1755951,Line 3,11,Reject,5436340
1755952,Line 3,2,Overweight,5436340
1756147,Line 3,4,Overweight,5436772
1756165,Line 1,4,xyz,5436790
1756361,Line 1,1,Squished,5437132
1756399,Line 1,7,Overweight,5437218
1756509,Line 3,7,Out of Spec,5437418
1756530,Line 1,9,Detected by Max WIP,5437477
1756543,Line 1,2,Reject,5437579
1756544,Line 1,5,Scratch,5437579
1756683,Line 1,1,Cosmetic Defect,5437881
1756727,Line 1,4,Overweight,5437925
1756839,Line 3,1,Underweight,5438141
1756858,Line 3,9,Scratch,5438165
1756859,Line 3,8,Out of Spec,5438165
1756860,Line 3,3,Underweight,5438165
1756861,Line 3,1,Reject,5438165
1756901,Line 1,1,foreign particle,5438318
1756918,Line 1,6,Squished,5438362
1757094,Line 1,3,Detected by Max WIP,5438772
1757267,Line 3,6,Underweight,5439102
1757268,Line 3,3,Overweight,5439102
1757269,Line 3,1,Scratch,5439102
1757270,Line 3,7,Out of Spec,5439102
1757271,Line 3,5,Detected by Max WIP,5439102
1757291,Line 3,1,Cosmetic Defect,5439146
1757292,Line 3,3,Out of Spec,5439146
1757304,Line 3,4,Detected by Max WIP,5439190
1757305,Line 3,7,Cosmetic Defect,5439190
1757306,Line 3,2,Scratch,5439190
1757311,Line 1,7,Bad Packaging,5439234
1757328,Line 1,15,Bad Packaging,5439285
1757329,Line 1,1,Detected by Max WIP,5439285
1757351,Line 1,6,Bad Packaging,5439326
1757481,Line 1,7,Detected by Max WIP,5439524
1757482,Line 1,5,Squished,5439524
1757491,Line 3,3,Overweight,5439541
1757501,Line 1,1,Bad Packaging,5439585
1757512,Line 1,2,Out of Spec,5439617
1757513,Line 1,5,Underweight,5439617
1757524,Line 3,6,Detected by Max WIP,5439634
1757639,Line 3,1,Out of Spec,5439912
1757640,Line 3,4,Overweight,5439912
1757641,Line 3,2,Cosmetic Defect,5439912
1757708,Line 1,2,Scratch,5440031
1759943,Line 3,4,Underweight,5444554
1759944,Line 3,8,Cosmetic Defect,5444554
1759988,Line 1,2,Reject,5444647
1759989,Line 1,4,foreign particle,5444647
1759990,Line 1,6,Scratch,5444647
1760058,Line 3,8,Scratch,5444821
1760059,Line 3,2,Out of Spec,5444821
1760060,Line 3,8,Overweight,5444821
1760097,Line 3,4,Reject,5444848
1760098,Line 3,1,Out of Spec,5444848
1760099,Line 3,6,Scratch,5444848
1760146,Line 3,8,Cosmetic Defect,5444917
1750056,Line 3,10,Cosmetic Defect,5425109
1750174,Line 1,5,Reject,5425378
1750175,Line 1,7,Bad Packaging,5425378
1750176,Line 1,1,Underweight,5425378
1750387,Line 3,6,Underweight,5425704
1750562,Line 3,1,Detected by Max WIP,5425992
1750611,Line 3,4,Underweight,5426067
1750644,Line 1,2,Overweight,5426168
1750645,Line 1,2,Cosmetic Defect,5426168
1750800,Line 3,2,Reject,5426414
1750875,Line 1,10,xyz,5426480
1750951,Line 3,3,Out of Spec,5426633
1751012,Line 3,10,Overweight,5426721
1751074,Line 1,4,Reject,5426836
1751104,Line 1,15,Underweight,5426884
1751105,Line 1,5,Cosmetic Defect,5426884
1751106,Line 1,14,foreign particle,5426884
1751107,Line 1,2,Out of Spec,5426884
1751192,Line 3,5,Scratch,5427074
1751193,Line 3,9,Reject,5427074
1751194,Line 3,10,Out of Spec,5427074
1751295,Line 3,3,Cosmetic Defect,5427313
1751311,Line 1,6,Bad Packaging,5427339
1751323,Line 3,8,Detected by Max WIP,5427354
1751324,Line 3,5,Out of Spec,5427354
1751325,Line 3,5,Cosmetic Defect,5427354
1751333,Line 3,12,Out of Spec,5427378
1751334,Line 3,2,Overweight,5427378
